steps,energy,magnetization,beta,hot,model
0,292.0,-42,0.0,True,mod_0.0_True
1,292.0,42,0.0,True,mod_0.0_True
2,292.0,-42,0.0,True,mod_0.0_True
3,292.0,42,0.0,True,mod_0.0_True
4,292.0,-42,0.0,True,mod_0.0_True
5,292.0,42,0.0,True,mod_0.0_True
6,292.0,-42,0.0,True,mod_0.0_True
7,292.0,42,0.0,True,mod_0.0_True
8,292.0,-42,0.0,True,mod_0.0_True
9,292.0,42,0.0,True,mod_0.0_True
10,292.0,-42,0.0,True,mod_0.0_True
11,292.0,42,0.0,True,mod_0.0_True
12,292.0,-42,0.0,True,mod_0.0_True
13,292.0,42,0.0,True,mod_0.0_True
14,292.0,-42,0.0,True,mod_0.0_True
15,292.0,42,0.0,True,mod_0.0_True
16,292.0,-42,0.0,True,mod_0.0_True
17,292.0,42,0.0,True,mod_0.0_True
18,292.0,-42,0.0,True,mod_0.0_True
19,292.0,42,0.0,True,mod_0.0_True
20,292.0,-42,0.0,True,mod_0.0_True
21,292.0,42,0.0,True,mod_0.0_True
22,292.0,-42,0.0,True,mod_0.0_True
23,292.0,42,0.0,True,mod_0.0_True
24,292.0,-42,0.0,True,mod_0.0_True
25,292.0,42,0.0,True,mod_0.0_True
26,292.0,-42,0.0,True,mod_0.0_True
27,292.0,42,0.0,True,mod_0.0_True
28,292.0,-42,0.0,True,mod_0.0_True
29,292.0,42,0.0,True,mod_0.0_True
30,292.0,-42,0.0,True,mod_0.0_True
31,292.0,42,0.0,True,mod_0.0_True
32,292.0,-42,0.0,True,mod_0.0_True
33,292.0,42,0.0,True,mod_0.0_True
34,292.0,-42,0.0,True,mod_0.0_True
35,292.0,42,0.0,True,mod_0.0_True
36,292.0,-42,0.0,True,mod_0.0_True
37,292.0,42,0.0,True,mod_0.0_True
38,292.0,-42,0.0,True,mod_0.0_True
39,292.0,42,0.0,True,mod_0.0_True
40,292.0,-42,0.0,True,mod_0.0_True
41,292.0,42,0.0,True,mod_0.0_True
42,292.0,-42,0.0,True,mod_0.0_True
43,292.0,42,0.0,True,mod_0.0_True
44,292.0,-42,0.0,True,mod_0.0_True
45,292.0,42,0.0,True,mod_0.0_True
46,292.0,-42,0.0,True,mod_0.0_True
47,292.0,42,0.0,True,mod_0.0_True
48,292.0,-42,0.0,True,mod_0.0_True
49,292.0,42,0.0,True,mod_0.0_True
50,292.0,-42,0.0,True,mod_0.0_True
0,-20000.0,10000,0.0,False,mod_0.0_False
1,-20000.0,-10000,0.0,False,mod_0.0_False
2,-20000.0,10000,0.0,False,mod_0.0_False
3,-20000.0,-10000,0.0,False,mod_0.0_False
4,-20000.0,10000,0.0,False,mod_0.0_False
5,-20000.0,-10000,0.0,False,mod_0.0_False
6,-20000.0,10000,0.0,False,mod_0.0_False
7,-20000.0,-10000,0.0,False,mod_0.0_False
8,-20000.0,10000,0.0,False,mod_0.0_False
9,-20000.0,-10000,0.0,False,mod_0.0_False
10,-20000.0,10000,0.0,False,mod_0.0_False
11,-20000.0,-10000,0.0,False,mod_0.0_False
12,-20000.0,10000,0.0,False,mod_0.0_False
13,-20000.0,-10000,0.0,False,mod_0.0_False
14,-20000.0,10000,0.0,False,mod_0.0_False
15,-20000.0,-10000,0.0,False,mod_0.0_False
16,-20000.0,10000,0.0,False,mod_0.0_False
17,-20000.0,-10000,0.0,False,mod_0.0_False
18,-20000.0,10000,0.0,False,mod_0.0_False
19,-20000.0,-10000,0.0,False,mod_0.0_False
20,-20000.0,10000,0.0,False,mod_0.0_False
21,-20000.0,-10000,0.0,False,mod_0.0_False
22,-20000.0,10000,0.0,False,mod_0.0_False
23,-20000.0,-10000,0.0,False,mod_0.0_False
24,-20000.0,10000,0.0,False,mod_0.0_False
25,-20000.0,-10000,0.0,False,mod_0.0_False
26,-20000.0,10000,0.0,False,mod_0.0_False
27,-20000.0,-10000,0.0,False,mod_0.0_False
28,-20000.0,10000,0.0,False,mod_0.0_False
29,-20000.0,-10000,0.0,False,mod_0.0_False
30,-20000.0,10000,0.0,False,mod_0.0_False
31,-20000.0,-10000,0.0,False,mod_0.0_False
32,-20000.0,10000,0.0,False,mod_0.0_False
33,-20000.0,-10000,0.0,False,mod_0.0_False
34,-20000.0,10000,0.0,False,mod_0.0_False
35,-20000.0,-10000,0.0,False,mod_0.0_False
36,-20000.0,10000,0.0,False,mod_0.0_False
37,-20000.0,-10000,0.0,False,mod_0.0_False
38,-20000.0,10000,0.0,False,mod_0.0_False
39,-20000.0,-10000,0.0,False,mod_0.0_False
40,-20000.0,10000,0.0,False,mod_0.0_False
41,-20000.0,-10000,0.0,False,mod_0.0_False
42,-20000.0,10000,0.0,False,mod_0.0_False
43,-20000.0,-10000,0.0,False,mod_0.0_False
44,-20000.0,10000,0.0,False,mod_0.0_False
45,-20000.0,-10000,0.0,False,mod_0.0_False
46,-20000.0,10000,0.0,False,mod_0.0_False
47,-20000.0,-10000,0.0,False,mod_0.0_False
48,-20000.0,10000,0.0,False,mod_0.0_False
49,-20000.0,-10000,0.0,False,mod_0.0_False
50,-20000.0,10000,0.0,False,mod_0.0_False
0,292.0,-42,0.1,True,mod_0.1_True
1,-2788.0,-58,0.1,True,mod_0.1_True
2,-3196.0,-398,0.1,True,mod_0.1_True
3,-3412.0,102,0.1,True,mod_0.1_True
4,-3400.0,-32,0.1,True,mod_0.1_True
5,-3708.0,80,0.1,True,mod_0.1_True
6,-3744.0,314,0.1,True,mod_0.1_True
7,-3672.0,-154,0.1,True,mod_0.1_True
8,-3944.0,-98,0.1,True,mod_0.1_True
9,-3880.0,2,0.1,True,mod_0.1_True
10,-3544.0,14,0.1,True,mod_0.1_True
11,-3732.0,-62,0.1,True,mod_0.1_True
12,-3560.0,64,0.1,True,mod_0.1_True
13,-3804.0,92,0.1,True,mod_0.1_True
14,-3628.0,-144,0.1,True,mod_0.1_True
15,-3900.0,94,0.1,True,mod_0.1_True
16,-4092.0,120,0.1,True,mod_0.1_True
17,-3852.0,492,0.1,True,mod_0.1_True
18,-3816.0,-352,0.1,True,mod_0.1_True
19,-3624.0,58,0.1,True,mod_0.1_True
20,-3948.0,62,0.1,True,mod_0.1_True
21,-3520.0,180,0.1,True,mod_0.1_True
22,-3816.0,-152,0.1,True,mod_0.1_True
23,-3888.0,-194,0.1,True,mod_0.1_True
24,-3860.0,-108,0.1,True,mod_0.1_True
25,-3744.0,56,0.1,True,mod_0.1_True
26,-3648.0,-162,0.1,True,mod_0.1_True
27,-3780.0,38,0.1,True,mod_0.1_True
28,-3740.0,-182,0.1,True,mod_0.1_True
29,-3932.0,-340,0.1,True,mod_0.1_True
30,-3700.0,192,0.1,True,mod_0.1_True
31,-3796.0,10,0.1,True,mod_0.1_True
32,-3448.0,82,0.1,True,mod_0.1_True
33,-3556.0,-80,0.1,True,mod_0.1_True
34,-3496.0,268,0.1,True,mod_0.1_True
35,-3752.0,-40,0.1,True,mod_0.1_True
36,-3660.0,112,0.1,True,mod_0.1_True
37,-3492.0,-90,0.1,True,mod_0.1_True
38,-3880.0,-238,0.1,True,mod_0.1_True
39,-3676.0,74,0.1,True,mod_0.1_True
40,-3676.0,24,0.1,True,mod_0.1_True
41,-3572.0,-318,0.1,True,mod_0.1_True
42,-3788.0,32,0.1,True,mod_0.1_True
43,-3744.0,192,0.1,True,mod_0.1_True
44,-4084.0,-316,0.1,True,mod_0.1_True
45,-3644.0,-40,0.1,True,mod_0.1_True
46,-3480.0,92,0.1,True,mod_0.1_True
47,-3896.0,-86,0.1,True,mod_0.1_True
48,-3764.0,-42,0.1,True,mod_0.1_True
49,-3512.0,120,0.1,True,mod_0.1_True
50,-3864.0,304,0.1,True,mod_0.1_True
0,-20000.0,10000,0.1,False,mod_0.1_False
1,-4716.0,262,0.1,False,mod_0.1_False
2,-3524.0,-110,0.1,False,mod_0.1_False
3,-3596.0,94,0.1,False,mod_0.1_False
4,-3668.0,114,0.1,False,mod_0.1_False
5,-3512.0,-240,0.1,False,mod_0.1_False
6,-3728.0,28,0.1,False,mod_0.1_False
7,-3580.0,-258,0.1,False,mod_0.1_False
8,-3692.0,-274,0.1,False,mod_0.1_False
9,-3860.0,22,0.1,False,mod_0.1_False
10,-3596.0,38,0.1,False,mod_0.1_False
11,-3692.0,-226,0.1,False,mod_0.1_False
12,-3776.0,158,0.1,False,mod_0.1_False
13,-4024.0,-96,0.1,False,mod_0.1_False
14,-3480.0,-72,0.1,False,mod_0.1_False
15,-3624.0,-6,0.1,False,mod_0.1_False
16,-3712.0,-118,0.1,False,mod_0.1_False
17,-4004.0,218,0.1,False,mod_0.1_False
18,-3796.0,36,0.1,False,mod_0.1_False
19,-3624.0,-14,0.1,False,mod_0.1_False
20,-3792.0,-140,0.1,False,mod_0.1_False
21,-3700.0,246,0.1,False,mod_0.1_False
22,-3936.0,-4,0.1,False,mod_0.1_False
23,-3616.0,16,0.1,False,mod_0.1_False
24,-3712.0,-12,0.1,False,mod_0.1_False
25,-3656.0,134,0.1,False,mod_0.1_False
26,-3396.0,-44,0.1,False,mod_0.1_False
27,-3736.0,-190,0.1,False,mod_0.1_False
28,-3624.0,-156,0.1,False,mod_0.1_False
29,-3776.0,-70,0.1,False,mod_0.1_False
30,-3728.0,-208,0.1,False,mod_0.1_False
31,-3708.0,74,0.1,False,mod_0.1_False
32,-3616.0,106,0.1,False,mod_0.1_False
33,-3860.0,-90,0.1,False,mod_0.1_False
34,-3900.0,64,0.1,False,mod_0.1_False
35,-3712.0,12,0.1,False,mod_0.1_False
36,-3284.0,-212,0.1,False,mod_0.1_False
37,-3424.0,214,0.1,False,mod_0.1_False
38,-3664.0,-100,0.1,False,mod_0.1_False
39,-3472.0,-104,0.1,False,mod_0.1_False
40,-3572.0,-172,0.1,False,mod_0.1_False
41,-3688.0,-50,0.1,False,mod_0.1_False
42,-3616.0,-64,0.1,False,mod_0.1_False
43,-3568.0,-68,0.1,False,mod_0.1_False
44,-3724.0,-152,0.1,False,mod_0.1_False
45,-3460.0,-40,0.1,False,mod_0.1_False
46,-3464.0,226,0.1,False,mod_0.1_False
47,-3672.0,2,0.1,False,mod_0.1_False
48,-3696.0,14,0.1,False,mod_0.1_False
49,-3564.0,228,0.1,False,mod_0.1_False
50,-4012.0,-232,0.1,False,mod_0.1_False
0,292.0,-42,0.2,True,mod_0.2_True
1,-6224.0,64,0.2,True,mod_0.2_True
2,-7524.0,130,0.2,True,mod_0.2_True
3,-8252.0,170,0.2,True,mod_0.2_True
4,-8280.0,318,0.2,True,mod_0.2_True
5,-8128.0,364,0.2,True,mod_0.2_True
6,-7988.0,342,0.2,True,mod_0.2_True
7,-8252.0,-14,0.2,True,mod_0.2_True
8,-8340.0,-138,0.2,True,mod_0.2_True
9,-8588.0,-202,0.2,True,mod_0.2_True
10,-8420.0,88,0.2,True,mod_0.2_True
11,-8744.0,174,0.2,True,mod_0.2_True
12,-8692.0,52,0.2,True,mod_0.2_True
13,-8380.0,-6,0.2,True,mod_0.2_True
14,-8276.0,56,0.2,True,mod_0.2_True
15,-8440.0,-480,0.2,True,mod_0.2_True
16,-8548.0,-460,0.2,True,mod_0.2_True
17,-8556.0,-644,0.2,True,mod_0.2_True
18,-8652.0,-574,0.2,True,mod_0.2_True
19,-8612.0,-172,0.2,True,mod_0.2_True
20,-8652.0,116,0.2,True,mod_0.2_True
21,-8784.0,230,0.2,True,mod_0.2_True
22,-8588.0,436,0.2,True,mod_0.2_True
23,-8504.0,300,0.2,True,mod_0.2_True
24,-8512.0,214,0.2,True,mod_0.2_True
25,-8392.0,252,0.2,True,mod_0.2_True
26,-8468.0,80,0.2,True,mod_0.2_True
27,-8620.0,148,0.2,True,mod_0.2_True
28,-8724.0,316,0.2,True,mod_0.2_True
29,-9000.0,458,0.2,True,mod_0.2_True
30,-8520.0,424,0.2,True,mod_0.2_True
31,-8340.0,344,0.2,True,mod_0.2_True
32,-8272.0,192,0.2,True,mod_0.2_True
33,-8568.0,-54,0.2,True,mod_0.2_True
34,-8596.0,242,0.2,True,mod_0.2_True
35,-8592.0,158,0.2,True,mod_0.2_True
36,-8356.0,46,0.2,True,mod_0.2_True
37,-8708.0,-116,0.2,True,mod_0.2_True
38,-8768.0,-566,0.2,True,mod_0.2_True
39,-8632.0,-424,0.2,True,mod_0.2_True
40,-8468.0,-358,0.2,True,mod_0.2_True
41,-8472.0,-400,0.2,True,mod_0.2_True
42,-8460.0,-400,0.2,True,mod_0.2_True
43,-8568.0,-300,0.2,True,mod_0.2_True
44,-8584.0,-504,0.2,True,mod_0.2_True
45,-8340.0,-516,0.2,True,mod_0.2_True
46,-8692.0,-226,0.2,True,mod_0.2_True
47,-8596.0,-290,0.2,True,mod_0.2_True
48,-8432.0,-104,0.2,True,mod_0.2_True
49,-8548.0,114,0.2,True,mod_0.2_True
50,-8696.0,20,0.2,True,mod_0.2_True
0,-20000.0,10000,0.2,False,mod_0.2_False
1,-12704.0,7376,0.2,False,mod_0.2_False
2,-10840.0,6044,0.2,False,mod_0.2_False
3,-10284.0,5290,0.2,False,mod_0.2_False
4,-9408.0,4384,0.2,False,mod_0.2_False
5,-9004.0,3830,0.2,False,mod_0.2_False
6,-8912.0,3362,0.2,False,mod_0.2_False
7,-8872.0,3012,0.2,False,mod_0.2_False
8,-8948.0,2772,0.2,False,mod_0.2_False
9,-8756.0,2460,0.2,False,mod_0.2_False
10,-8780.0,2202,0.2,False,mod_0.2_False
11,-8828.0,2138,0.2,False,mod_0.2_False
12,-8752.0,1692,0.2,False,mod_0.2_False
13,-8692.0,1344,0.2,False,mod_0.2_False
14,-8548.0,1144,0.2,False,mod_0.2_False
15,-8444.0,1404,0.2,False,mod_0.2_False
16,-8688.0,1536,0.2,False,mod_0.2_False
17,-8372.0,1428,0.2,False,mod_0.2_False
18,-8420.0,1402,0.2,False,mod_0.2_False
19,-8476.0,1434,0.2,False,mod_0.2_False
20,-8432.0,1300,0.2,False,mod_0.2_False
21,-8728.0,1392,0.2,False,mod_0.2_False
22,-8448.0,1312,0.2,False,mod_0.2_False
23,-8772.0,1334,0.2,False,mod_0.2_False
24,-8664.0,1310,0.2,False,mod_0.2_False
25,-8536.0,1196,0.2,False,mod_0.2_False
26,-8924.0,1110,0.2,False,mod_0.2_False
27,-8580.0,892,0.2,False,mod_0.2_False
28,-8664.0,992,0.2,False,mod_0.2_False
29,-8404.0,830,0.2,False,mod_0.2_False
30,-8640.0,798,0.2,False,mod_0.2_False
31,-8580.0,588,0.2,False,mod_0.2_False
32,-8512.0,478,0.2,False,mod_0.2_False
33,-8344.0,252,0.2,False,mod_0.2_False
34,-8356.0,666,0.2,False,mod_0.2_False
35,-8788.0,402,0.2,False,mod_0.2_False
36,-8660.0,182,0.2,False,mod_0.2_False
37,-8708.0,90,0.2,False,mod_0.2_False
38,-8580.0,98,0.2,False,mod_0.2_False
39,-8540.0,190,0.2,False,mod_0.2_False
40,-8540.0,258,0.2,False,mod_0.2_False
41,-8592.0,240,0.2,False,mod_0.2_False
42,-8560.0,-90,0.2,False,mod_0.2_False
43,-8836.0,250,0.2,False,mod_0.2_False
44,-8592.0,260,0.2,False,mod_0.2_False
45,-8808.0,368,0.2,False,mod_0.2_False
46,-8540.0,394,0.2,False,mod_0.2_False
47,-8388.0,42,0.2,False,mod_0.2_False
48,-8496.0,36,0.2,False,mod_0.2_False
49,-8968.0,178,0.2,False,mod_0.2_False
50,-8392.0,466,0.2,False,mod_0.2_False
0,292.0,-42,0.21,True,mod_0.21_True
1,-6548.0,-104,0.21,True,mod_0.21_True
2,-8052.0,-130,0.21,True,mod_0.21_True
3,-8824.0,-500,0.21,True,mod_0.21_True
4,-9048.0,-388,0.21,True,mod_0.21_True
5,-8704.0,-320,0.21,True,mod_0.21_True
6,-8824.0,-488,0.21,True,mod_0.21_True
7,-9044.0,-384,0.21,True,mod_0.21_True
8,-8936.0,-222,0.21,True,mod_0.21_True
9,-9292.0,-142,0.21,True,mod_0.21_True
10,-9116.0,230,0.21,True,mod_0.21_True
11,-9116.0,-116,0.21,True,mod_0.21_True
12,-8896.0,-776,0.21,True,mod_0.21_True
13,-9032.0,-776,0.21,True,mod_0.21_True
14,-9316.0,-420,0.21,True,mod_0.21_True
15,-9488.0,-544,0.21,True,mod_0.21_True
16,-9336.0,-228,0.21,True,mod_0.21_True
17,-8972.0,-8,0.21,True,mod_0.21_True
18,-9220.0,-222,0.21,True,mod_0.21_True
19,-9244.0,-308,0.21,True,mod_0.21_True
20,-8960.0,-298,0.21,True,mod_0.21_True
21,-9044.0,-352,0.21,True,mod_0.21_True
22,-9128.0,-270,0.21,True,mod_0.21_True
23,-9400.0,-402,0.21,True,mod_0.21_True
24,-9268.0,-244,0.21,True,mod_0.21_True
25,-9116.0,-374,0.21,True,mod_0.21_True
26,-9108.0,-500,0.21,True,mod_0.21_True
27,-9136.0,-664,0.21,True,mod_0.21_True
28,-9076.0,-692,0.21,True,mod_0.21_True
29,-8820.0,-892,0.21,True,mod_0.21_True
30,-9260.0,-670,0.21,True,mod_0.21_True
31,-9212.0,-198,0.21,True,mod_0.21_True
32,-9276.0,44,0.21,True,mod_0.21_True
33,-9164.0,-54,0.21,True,mod_0.21_True
34,-9128.0,-124,0.21,True,mod_0.21_True
35,-8944.0,-190,0.21,True,mod_0.21_True
36,-9096.0,-346,0.21,True,mod_0.21_True
37,-9480.0,-538,0.21,True,mod_0.21_True
38,-9312.0,-496,0.21,True,mod_0.21_True
39,-9288.0,-542,0.21,True,mod_0.21_True
40,-9180.0,-724,0.21,True,mod_0.21_True
41,-9156.0,-1010,0.21,True,mod_0.21_True
42,-9308.0,-1068,0.21,True,mod_0.21_True
43,-9128.0,-1100,0.21,True,mod_0.21_True
44,-9208.0,-1128,0.21,True,mod_0.21_True
45,-9364.0,-1444,0.21,True,mod_0.21_True
46,-9200.0,-1410,0.21,True,mod_0.21_True
47,-9236.0,-1434,0.21,True,mod_0.21_True
48,-9444.0,-1360,0.21,True,mod_0.21_True
49,-9220.0,-1336,0.21,True,mod_0.21_True
50,-9148.0,-1330,0.21,True,mod_0.21_True
0,-20000.0,10000,0.21,False,mod_0.21_False
1,-13532.0,7746,0.21,False,mod_0.21_False
2,-11448.0,6468,0.21,False,mod_0.21_False
3,-11220.0,5936,0.21,False,mod_0.21_False
4,-10060.0,5164,0.21,False,mod_0.21_False
5,-10028.0,4816,0.21,False,mod_0.21_False
6,-9792.0,4462,0.21,False,mod_0.21_False
7,-9400.0,4054,0.21,False,mod_0.21_False
8,-9708.0,3716,0.21,False,mod_0.21_False
9,-9784.0,3716,0.21,False,mod_0.21_False
10,-10092.0,3784,0.21,False,mod_0.21_False
11,-9744.0,3360,0.21,False,mod_0.21_False
12,-9528.0,3196,0.21,False,mod_0.21_False
13,-9748.0,2968,0.21,False,mod_0.21_False
14,-9264.0,2442,0.21,False,mod_0.21_False
15,-9196.0,2344,0.21,False,mod_0.21_False
16,-9108.0,2442,0.21,False,mod_0.21_False
17,-9212.0,2470,0.21,False,mod_0.21_False
18,-9156.0,2126,0.21,False,mod_0.21_False
19,-9180.0,2014,0.21,False,mod_0.21_False
20,-9268.0,1826,0.21,False,mod_0.21_False
21,-9200.0,1866,0.21,False,mod_0.21_False
22,-9464.0,1748,0.21,False,mod_0.21_False
23,-9216.0,1544,0.21,False,mod_0.21_False
24,-9036.0,1416,0.21,False,mod_0.21_False
25,-9196.0,1528,0.21,False,mod_0.21_False
26,-8848.0,1618,0.21,False,mod_0.21_False
27,-9076.0,1430,0.21,False,mod_0.21_False
28,-9256.0,1202,0.21,False,mod_0.21_False
29,-9552.0,1388,0.21,False,mod_0.21_False
30,-9068.0,930,0.21,False,mod_0.21_False
31,-9336.0,752,0.21,False,mod_0.21_False
32,-9300.0,786,0.21,False,mod_0.21_False
33,-9404.0,724,0.21,False,mod_0.21_False
34,-9220.0,466,0.21,False,mod_0.21_False
35,-9432.0,670,0.21,False,mod_0.21_False
36,-9532.0,632,0.21,False,mod_0.21_False
37,-9504.0,548,0.21,False,mod_0.21_False
38,-9592.0,738,0.21,False,mod_0.21_False
39,-9588.0,764,0.21,False,mod_0.21_False
40,-9320.0,746,0.21,False,mod_0.21_False
41,-9120.0,798,0.21,False,mod_0.21_False
42,-9232.0,706,0.21,False,mod_0.21_False
43,-9396.0,422,0.21,False,mod_0.21_False
44,-9312.0,310,0.21,False,mod_0.21_False
45,-9096.0,316,0.21,False,mod_0.21_False
46,-9144.0,482,0.21,False,mod_0.21_False
47,-9492.0,464,0.21,False,mod_0.21_False
48,-9148.0,282,0.21,False,mod_0.21_False
49,-9200.0,398,0.21,False,mod_0.21_False
50,-9232.0,482,0.21,False,mod_0.21_False
0,292.0,-42,0.3,True,mod_0.3_True
1,-7988.0,-6,0.3,True,mod_0.3_True
2,-10376.0,-16,0.3,True,mod_0.3_True
3,-11840.0,258,0.3,True,mod_0.3_True
4,-12524.0,524,0.3,True,mod_0.3_True
5,-12676.0,770,0.3,True,mod_0.3_True
6,-13132.0,742,0.3,True,mod_0.3_True
7,-13412.0,820,0.3,True,mod_0.3_True
8,-13680.0,824,0.3,True,mod_0.3_True
9,-13832.0,762,0.3,True,mod_0.3_True
10,-13944.0,708,0.3,True,mod_0.3_True
11,-13876.0,602,0.3,True,mod_0.3_True
12,-14300.0,898,0.3,True,mod_0.3_True
13,-14168.0,792,0.3,True,mod_0.3_True
14,-14468.0,764,0.3,True,mod_0.3_True
15,-14588.0,634,0.3,True,mod_0.3_True
16,-14644.0,546,0.3,True,mod_0.3_True
17,-14692.0,576,0.3,True,mod_0.3_True
18,-14676.0,638,0.3,True,mod_0.3_True
19,-14820.0,360,0.3,True,mod_0.3_True
20,-15080.0,354,0.3,True,mod_0.3_True
21,-14744.0,364,0.3,True,mod_0.3_True
22,-14796.0,324,0.3,True,mod_0.3_True
23,-14884.0,128,0.3,True,mod_0.3_True
24,-14888.0,150,0.3,True,mod_0.3_True
25,-14688.0,38,0.3,True,mod_0.3_True
26,-14612.0,160,0.3,True,mod_0.3_True
27,-14652.0,266,0.3,True,mod_0.3_True
28,-14892.0,100,0.3,True,mod_0.3_True
29,-14868.0,176,0.3,True,mod_0.3_True
30,-15216.0,134,0.3,True,mod_0.3_True
31,-15164.0,0,0.3,True,mod_0.3_True
32,-15056.0,-158,0.3,True,mod_0.3_True
33,-15260.0,-148,0.3,True,mod_0.3_True
34,-15120.0,-292,0.3,True,mod_0.3_True
35,-15240.0,-304,0.3,True,mod_0.3_True
36,-15128.0,-164,0.3,True,mod_0.3_True
37,-15200.0,-260,0.3,True,mod_0.3_True
38,-14904.0,-104,0.3,True,mod_0.3_True
39,-15168.0,40,0.3,True,mod_0.3_True
40,-15016.0,-112,0.3,True,mod_0.3_True
41,-15096.0,-306,0.3,True,mod_0.3_True
42,-15248.0,-330,0.3,True,mod_0.3_True
43,-15396.0,-186,0.3,True,mod_0.3_True
44,-15192.0,-166,0.3,True,mod_0.3_True
45,-15420.0,-252,0.3,True,mod_0.3_True
46,-15472.0,-170,0.3,True,mod_0.3_True
47,-15084.0,-82,0.3,True,mod_0.3_True
48,-15168.0,-206,0.3,True,mod_0.3_True
49,-15480.0,-206,0.3,True,mod_0.3_True
50,-15432.0,-164,0.3,True,mod_0.3_True
0,-20000.0,10000,0.3,False,mod_0.3_False
1,-17480.0,9274,0.3,False,mod_0.3_False
2,-17192.0,9154,0.3,False,mod_0.3_False
3,-17168.0,9110,0.3,False,mod_0.3_False
4,-16536.0,8862,0.3,False,mod_0.3_False
5,-16904.0,9006,0.3,False,mod_0.3_False
6,-16912.0,9012,0.3,False,mod_0.3_False
7,-17084.0,9068,0.3,False,mod_0.3_False
8,-17188.0,9102,0.3,False,mod_0.3_False
9,-17008.0,9034,0.3,False,mod_0.3_False
10,-17076.0,9048,0.3,False,mod_0.3_False
11,-17188.0,9114,0.3,False,mod_0.3_False
12,-17124.0,9126,0.3,False,mod_0.3_False
13,-17180.0,9112,0.3,False,mod_0.3_False
14,-17088.0,9116,0.3,False,mod_0.3_False
15,-17188.0,9146,0.3,False,mod_0.3_False
16,-17036.0,9106,0.3,False,mod_0.3_False
17,-17292.0,9164,0.3,False,mod_0.3_False
18,-17180.0,9098,0.3,False,mod_0.3_False
19,-17016.0,9072,0.3,False,mod_0.3_False
20,-16908.0,8990,0.3,False,mod_0.3_False
21,-16996.0,9018,0.3,False,mod_0.3_False
22,-17192.0,9098,0.3,False,mod_0.3_False
23,-16716.0,8956,0.3,False,mod_0.3_False
24,-16812.0,8966,0.3,False,mod_0.3_False
25,-17096.0,9084,0.3,False,mod_0.3_False
26,-17056.0,9074,0.3,False,mod_0.3_False
27,-17308.0,9080,0.3,False,mod_0.3_False
28,-17080.0,9054,0.3,False,mod_0.3_False
29,-16836.0,8958,0.3,False,mod_0.3_False
30,-17176.0,9098,0.3,False,mod_0.3_False
31,-17024.0,9034,0.3,False,mod_0.3_False
32,-17112.0,9052,0.3,False,mod_0.3_False
33,-16880.0,8994,0.3,False,mod_0.3_False
34,-17068.0,9068,0.3,False,mod_0.3_False
35,-16880.0,8980,0.3,False,mod_0.3_False
36,-17060.0,9046,0.3,False,mod_0.3_False
37,-16784.0,8950,0.3,False,mod_0.3_False
38,-17020.0,8986,0.3,False,mod_0.3_False
39,-17072.0,9022,0.3,False,mod_0.3_False
40,-17152.0,9040,0.3,False,mod_0.3_False
41,-17084.0,8992,0.3,False,mod_0.3_False
42,-17180.0,9072,0.3,False,mod_0.3_False
43,-16932.0,9018,0.3,False,mod_0.3_False
44,-17072.0,9078,0.3,False,mod_0.3_False
45,-17316.0,9162,0.3,False,mod_0.3_False
46,-17316.0,9158,0.3,False,mod_0.3_False
47,-17476.0,9212,0.3,False,mod_0.3_False
48,-17328.0,9170,0.3,False,mod_0.3_False
49,-17280.0,9164,0.3,False,mod_0.3_False
50,-17016.0,9036,0.3,False,mod_0.3_False
0,292.0,-42,0.4,True,mod_0.4_True
1,-8976.0,32,0.4,True,mod_0.4_True
2,-12204.0,-222,0.4,True,mod_0.4_True
3,-13648.0,-236,0.4,True,mod_0.4_True
4,-14480.0,-280,0.4,True,mod_0.4_True
5,-14916.0,-240,0.4,True,mod_0.4_True
6,-15348.0,-80,0.4,True,mod_0.4_True
7,-15928.0,-2,0.4,True,mod_0.4_True
8,-16148.0,78,0.4,True,mod_0.4_True
9,-16240.0,54,0.4,True,mod_0.4_True
10,-16380.0,80,0.4,True,mod_0.4_True
11,-16552.0,128,0.4,True,mod_0.4_True
12,-16796.0,42,0.4,True,mod_0.4_True
13,-16728.0,172,0.4,True,mod_0.4_True
14,-16792.0,108,0.4,True,mod_0.4_True
15,-17080.0,16,0.4,True,mod_0.4_True
16,-17160.0,-2,0.4,True,mod_0.4_True
17,-17152.0,52,0.4,True,mod_0.4_True
18,-17376.0,24,0.4,True,mod_0.4_True
19,-17412.0,36,0.4,True,mod_0.4_True
20,-17428.0,88,0.4,True,mod_0.4_True
21,-17460.0,82,0.4,True,mod_0.4_True
22,-17660.0,140,0.4,True,mod_0.4_True
23,-17628.0,144,0.4,True,mod_0.4_True
24,-17452.0,182,0.4,True,mod_0.4_True
25,-17528.0,190,0.4,True,mod_0.4_True
26,-17620.0,174,0.4,True,mod_0.4_True
27,-17632.0,206,0.4,True,mod_0.4_True
28,-17784.0,186,0.4,True,mod_0.4_True
29,-17860.0,92,0.4,True,mod_0.4_True
30,-17780.0,2,0.4,True,mod_0.4_True
31,-17872.0,30,0.4,True,mod_0.4_True
32,-17696.0,88,0.4,True,mod_0.4_True
33,-17864.0,12,0.4,True,mod_0.4_True
34,-17848.0,34,0.4,True,mod_0.4_True
35,-17788.0,-16,0.4,True,mod_0.4_True
36,-17852.0,-2,0.4,True,mod_0.4_True
